ds,simulation,set,value
2020-05-01,sim_84,train,75294.9532724388
2020-06-01,sim_84,train,88648.86135225059
2020-07-01,sim_84,train,97713.05715054816
2020-08-01,sim_84,train,93732.73053986
2020-09-01,sim_84,train,84543.1131918671
2020-10-01,sim_84,train,97217.57528633549
2020-11-01,sim_84,train,93547.18387318744
2020-12-01,sim_84,train,132733.85715509026
2021-01-01,sim_84,train,134770.047160856
2021-02-01,sim_84,train,135649.5074151032
2021-03-01,sim_84,train,133029.60986104794
2021-04-01,sim_84,train,95965.43800005986
2021-05-01,sim_84,train,75766.78971452537
2021-06-01,sim_84,train,87199.10949476133
2021-07-01,sim_84,train,103522.94824094491
2021-08-01,sim_84,train,99530.58064920022
2021-09-01,sim_84,train,83656.57118740684
2021-10-01,sim_84,train,94005.01158742727
2021-11-01,sim_84,train,95136.38404569609
2021-12-01,sim_84,train,132637.28735555417
2022-01-01,sim_84,train,136689.2577762198
2022-02-01,sim_84,train,149711.05388973115
2022-03-01,sim_84,train,141913.49793948728
2022-04-01,sim_84,train,106746.46929089766
2022-05-01,sim_84,train,87644.4312714141
2022-06-01,sim_84,train,85407.18162439433
2022-07-01,sim_84,train,95898.24034153065
2022-08-01,sim_84,train,97348.8819191846
2022-09-01,sim_84,train,88498.19241840103
2022-10-01,sim_84,train,93892.5584100039
2022-11-01,sim_84,train,105690.88824028442
2022-12-01,sim_84,train,131243.9661912559
2023-01-01,sim_84,train,141138.76438293484
2023-02-01,sim_84,train,127549.30602449313
2023-03-01,sim_84,train,117108.8236629961
2023-04-01,sim_84,train,68201.54050172392
2023-05-01,sim_84,train,75728.11121532651
2023-06-01,sim_84,train,80174.56810634358
2023-07-01,sim_84,train,100414.32982929988
2023-08-01,sim_84,train,102378.74587222307
2023-09-01,sim_84,train,84695.41716507896
2023-10-01,sim_84,train,95055.25006266659
2023-11-01,sim_84,train,111019.9363674397
2023-12-01,sim_84,train,122878.02053537712
2024-01-01,sim_84,forecast,128292.20348683816
2024-02-01,sim_84,forecast,121460.02853811228
2024-03-01,sim_84,forecast,113127.20132866532
2024-04-01,sim_84,forecast,75421.84269947832
2024-05-01,sim_84,forecast,76452.21270127647
2024-06-01,sim_84,forecast,81098.07098580094
2024-07-01,sim_84,forecast,96701.00376527962
2024-08-01,sim_84,forecast,97305.32345204061
2024-09-01,sim_84,forecast,83403.56189327997
2024-10-01,sim_84,forecast,92094.88636273134
2024-11-01,sim_84,forecast,103388.38090950272
2024-12-01,sim_84,forecast,117824.81958195797
2000-01-01,sim_85,train,101933.040119493
2000-02-01,sim_85,train,92072.81402038404
2000-03-01,sim_85,train,86116.53610816633
2000-04-01,sim_85,train,61601.87504145205
2000-05-01,sim_85,train,50366.44455123929
2000-06-01,sim_85,train,56511.592006898994
2000-07-01,sim_85,train,74303.703549897
2000-08-01,sim_85,train,67087.77965670078
2000-09-01,sim_85,train,59108.2015323732
2000-10-01,sim_85,train,66840.08283254875
2000-11-01,sim_85,train,71893.62301859446
2000-12-01,sim_85,train,56727.352407182625
2001-01-01,sim_85,train,100076.83538072582
2001-02-01,sim_85,train,100359.53043448014
2001-03-01,sim_85,train,93968.89564946615
2001-04-01,sim_85,train,69499.45819954512
2001-05-01,sim_85,train,59429.26589793678
2001-06-01,sim_85,train,58257.323726458315
2001-07-01,sim_85,train,75164.53394408297
2001-08-01,sim_85,train,74506.64236432889
2001-09-01,sim_85,train,61780.785243135266
2001-10-01,sim_85,train,61685.38523909619
2001-11-01,sim_85,train,54688.47443418925
2001-12-01,sim_85,train,72384.17820566654
2002-01-01,sim_85,train,90895.82259921523
2002-02-01,sim_85,train,77468.03731101463
2002-03-01,sim_85,train,72306.41733641636
2002-04-01,sim_85,train,60751.36536112902
2002-05-01,sim_85,train,50214.57186366863
2002-06-01,sim_85,train,33700.672335857875
2002-07-01,sim_85,train,49996.76198358225
2002-08-01,sim_85,train,49766.92657192203
2002-09-01,sim_85,train,39437.94153487866
2002-10-01,sim_85,train,56913.8077913869
2002-11-01,sim_85,train,63800.55511805555
2002-12-01,sim_85,train,75778.45663442425
2003-01-01,sim_85,train,84693.71623050408
2003-02-01,sim_85,train,77460.7046887838
2003-03-01,sim_85,train,70264.35922910114
2003-04-01,sim_85,train,55688.29469274127
2003-05-01,sim_85,train,34193.954597370204
2003-06-01,sim_85,train,37786.99367093479
2003-07-01,sim_85,train,56853.66851162173
2003-08-01,sim_85,train,57038.31006331419
2003-09-01,sim_85,train,55938.611956627305
2003-10-01,sim_85,train,55643.520544646606
2003-11-01,sim_85,train,51954.096158288805
2003-12-01,sim_85,train,69420.44203931506
2004-01-01,sim_85,train,83166.58968131436
2004-02-01,sim_85,train,80972.04074569307
2004-03-01,sim_85,train,74351.05443986887
2004-04-01,sim_85,train,69787.16033930861
2004-05-01,sim_85,train,55380.8878439338
2004-06-01,sim_85,train,52903.03179291314
2004-07-01,sim_85,train,63100.666801907806
2004-08-01,sim_85,train,60783.517033933545
2004-09-01,sim_85,train,54650.73756586463
2004-10-01,sim_85,train,57142.241496707786
2004-11-01,sim_85,train,60661.63445842945
2004-12-01,sim_85,train,73405.33626926263
2005-01-01,sim_85,train,94275.0848464065
2005-02-01,sim_85,train,84942.7373946732
2005-03-01,sim_85,train,81530.79543170998
2005-04-01,sim_85,train,68541.3692996876
2005-05-01,sim_85,train,61042.75415384012
2005-06-01,sim_85,train,63900.75065963704
2005-07-01,sim_85,train,72566.86470480791
2005-08-01,sim_85,train,60724.46444401024
2005-09-01,sim_85,train,68624.45454944512
2005-10-01,sim_85,train,65019.165738807205
2005-11-01,sim_85,train,65410.495214947325
2005-12-01,sim_85,train,81296.06500105768
2006-01-01,sim_85,train,107664.25635941655
2006-02-01,sim_85,train,94129.25378243654
2006-03-01,sim_85,train,79448.93738768814
2006-04-01,sim_85,train,67824.89571493454
2006-05-01,sim_85,train,57501.5376269114
2006-06-01,sim_85,train,53142.163085245804
2006-07-01,sim_85,train,66080.506843057
2006-08-01,sim_85,train,56698.740112950814
2006-09-01,sim_85,train,49168.53178355537
2006-10-01,sim_85,train,43569.542205567246
2006-11-01,sim_85,train,48755.16298833665
2006-12-01,sim_85,train,68237.27517170389
2007-01-01,sim_85,train,89477.37235468057
2007-02-01,sim_85,train,62994.717698418084
2007-03-01,sim_85,train,79393.00995976295
2007-04-01,sim_85,train,63400.30923010918
2007-05-01,sim_85,train,59622.76140885637
2007-06-01,sim_85,train,66242.75502750551
2007-07-01,sim_85,train,66658.44068134017
2007-08-01,sim_85,train,61231.674141501986
2007-09-01,sim_85,train,55868.03863643108
2007-10-01,sim_85,train,51575.74432773405
2007-11-01,sim_85,train,52954.84671804937
2007-12-01,sim_85,train,56851.56684252205
2008-01-01,sim_85,train,96201.90091590004
2008-02-01,sim_85,train,88886.30264948567
2008-03-01,sim_85,train,88712.46564523355
2008-04-01,sim_85,train,61199.529904699724
2008-05-01,sim_85,train,48844.47096259948
2008-06-01,sim_85,train,42557.66057761817
2008-07-01,sim_85,train,49571.114491816
2008-08-01,sim_85,train,54084.43484995006
2008-09-01,sim_85,train,61063.6992377724
2008-10-01,sim_85,train,52383.660916086636
2008-11-01,sim_85,train,66083.79968651633
2008-12-01,sim_85,train,79832.27903968458
2009-01-01,sim_85,train,58030.650526832
2009-02-01,sim_85,train,79975.69944519721
2009-03-01,sim_85,train,74677.71328810438
2009-04-01,sim_85,train,51046.04228335053
2009-05-01,sim_85,train,75788.4812472284
2009-06-01,sim_85,train,83218.81092790565
2009-07-01,sim_85,train,65828.26591953488
2009-08-01,sim_85,train,74478.41339462342
2009-09-01,sim_85,train,58721.303177215625
2009-10-01,sim_85,train,64450.30307765477
2009-11-01,sim_85,train,60467.44921784839
2009-12-01,sim_85,train,79032.1491889751
2010-01-01,sim_85,train,108799.39351973998
2010-02-01,sim_85,train,103056.6184577645
2010-03-01,sim_85,train,111435.27140217737
2010-04-01,sim_85,train,69753.89758591368
2010-05-01,sim_85,train,62589.17947883469
2010-06-01,sim_85,train,59894.10213057401
2010-07-01,sim_85,train,64009.066795421095
2010-08-01,sim_85,train,69172.9929341172
2010-09-01,sim_85,train,60203.92278426042
2010-10-01,sim_85,train,74034.41901691456
2010-11-01,sim_85,train,82610.68955611762
2010-12-01,sim_85,train,107253.08591959272
2011-01-01,sim_85,train,107070.37827939169
2011-02-01,sim_85,train,120453.8966551498
2011-03-01,sim_85,train,123153.87970540031
2011-04-01,sim_85,train,80499.10575563445
2011-05-01,sim_85,train,57505.08653147977
2011-06-01,sim_85,train,66536.17146695437
2011-07-01,sim_85,train,76620.78900528607
2011-08-01,sim_85,train,77065.75673384528
2011-09-01,sim_85,train,75218.89185232566
2011-10-01,sim_85,train,74559.86776561581
2011-11-01,sim_85,train,87423.52056066731
2011-12-01,sim_85,train,119405.56423082872
2012-01-01,sim_85,train,115791.19644987994
2012-02-01,sim_85,train,119748.58535734784
2012-03-01,sim_85,train,123112.99753526735
2012-04-01,sim_85,train,80938.65283272597
2012-05-01,sim_85,train,72256.03971110366
2012-06-01,sim_85,train,89965.56734459936
2012-07-01,sim_85,train,92649.84962340421
2012-08-01,sim_85,train,77997.0106942733
2012-09-01,sim_85,train,64623.84686376112
2012-10-01,sim_85,train,89794.6212770417
2012-11-01,sim_85,train,98025.3564011549
2012-12-01,sim_85,train,137774.51264031755
2013-01-01,sim_85,train,115720.46372692904
2013-02-01,sim_85,train,126674.29675184589
2013-03-01,sim_85,train,118931.05361969581
2013-04-01,sim_85,train,89392.05693097357
2013-05-01,sim_85,train,75574.80128069976
2013-06-01,sim_85,train,101465.38106833014
2013-07-01,sim_85,train,97321.48242004322
2013-08-01,sim_85,train,68962.07472271727
2013-09-01,sim_85,train,53523.96878941213
2013-10-01,sim_85,train,96363.68322133744
2013-11-01,sim_85,train,113572.81772826551
2013-12-01,sim_85,train,162277.78593449545
2014-01-01,sim_85,train,122866.77754737783
2014-02-01,sim_85,train,128402.2315799216
2014-03-01,sim_85,train,119193.01131469662
2014-04-01,sim_85,train,92720.90004103747
2014-05-01,sim_85,train,82223.17919594885
2014-06-01,sim_85,train,143955.36286599273
2014-07-01,sim_85,train,150117.37570261947
2014-08-01,sim_85,train,123681.1116395778
2014-09-01,sim_85,train,98016.9282911301
2014-10-01,sim_85,train,127877.37041547471
2014-11-01,sim_85,train,130119.91961651001
2014-12-01,sim_85,train,175044.00401698952
2015-01-01,sim_85,train,135020.77732940338
2015-02-01,sim_85,train,153712.55345414364
2015-03-01,sim_85,train,127697.75575384988
2015-04-01,sim_85,train,94288.38538195072
2015-05-01,sim_85,train,96197.57427303067
2015-06-01,sim_85,train,124014.29458663755
2015-07-01,sim_85,train,128966.71207501051
2015-08-01,sim_85,train,113343.37218293958
2015-09-01,sim_85,train,76759.38706406731
2015-10-01,sim_85,train,105131.3359663362
2015-11-01,sim_85,train,117813.52301642302
2015-12-01,sim_85,train,162030.973357292
2016-01-01,sim_85,train,134761.12538115663
2016-02-01,sim_85,train,152918.28586091017
2016-03-01,sim_85,train,137277.59508220427
2016-04-01,sim_85,train,109841.91075128416
2016-05-01,sim_85,train,93738.01846317177
2016-06-01,sim_85,train,127279.44561101175
2016-07-01,sim_85,train,130828.62762384492
2016-08-01,sim_85,train,128735.20632271758
2016-09-01,sim_85,train,55597.18834262612
2016-10-01,sim_85,train,127420.19494118552
2016-11-01,sim_85,train,132106.10796784481
2016-12-01,sim_85,train,149161.69455453168
2017-01-01,sim_85,train,136864.47253015632
2017-02-01,sim_85,train,156641.7910400494
2017-03-01,sim_85,train,133878.27838963072
2017-04-01,sim_85,train,95590.90339405446
2017-05-01,sim_85,train,76278.11756795066
2017-06-01,sim_85,train,66073.17274801886
2017-07-01,sim_85,train,104528.44589565277
2017-08-01,sim_85,train,117114.89496481758
2017-09-01,sim_85,train,91418.25954932063
2017-10-01,sim_85,train,97833.12584873679
2017-11-01,sim_85,train,106758.80740215673
2017-12-01,sim_85,train,142769.88358827253
2018-01-01,sim_85,train,131392.80166099808
2018-02-01,sim_85,train,123813.05952371395
2018-03-01,sim_85,train,100716.56255441917
2018-04-01,sim_85,train,100107.72165402753
2018-05-01,sim_85,train,74871.51172169887
2018-06-01,sim_85,train,67272.54774767408
2018-07-01,sim_85,train,109390.71950920303
2018-08-01,sim_85,train,106863.29014392708
2018-09-01,sim_85,train,87005.33955008301
2018-10-01,sim_85,train,90919.1324896702
2018-11-01,sim_85,train,80572.24065575638
2018-12-01,sim_85,train,142990.59994434056
2019-01-01,sim_85,train,132998.67080050922
2019-02-01,sim_85,train,145979.6446079563
2019-03-01,sim_85,train,136498.55943475963
2019-04-01,sim_85,train,93932.2207464145
2019-05-01,sim_85,train,71026.97959181911
2019-06-01,sim_85,train,71935.63423083129
2019-07-01,sim_85,train,90744.98978074135
2019-08-01,sim_85,train,91712.75364010633
2019-09-01,sim_85,train,83784.71748086571
2019-10-01,sim_85,train,91816.52527837973
2019-11-01,sim_85,train,97334.05033871892
2019-12-01,sim_85,train,137482.81187449957
2020-01-01,sim_85,train,140167.17255897305
2020-02-01,sim_85,train,142774.14475371013
2020-03-01,sim_85,train,132036.750443668
2020-04-01,sim_85,train,89600.70719998646
2020-05-01,sim_85,train,71293.20052245879
2020-06-01,sim_85,train,89958.10356162165
2020-07-01,sim_85,train,94687.59130409725
2020-08-01,sim_85,train,94561.40950400605
2020-09-01,sim_85,train,83846.02976551616
2020-10-01,sim_85,train,93066.43260318288
2020-11-01,sim_85,train,113204.72187672218
2020-12-01,sim_85,train,138153.2316421609
2021-01-01,sim_85,train,112915.26450081152
2021-02-01,sim_85,train,125421.1099454632
2021-03-01,sim_85,train,151361.35457346909
2021-04-01,sim_85,train,123886.81308738963
2021-05-01,sim_85,train,76753.60281627279
2021-06-01,sim_85,train,94093.13756877833
2021-07-01,sim_85,train,95012.91507456968
2021-08-01,sim_85,train,92512.43653494703
2021-09-01,sim_85,train,73305.70434030484
2021-10-01,sim_85,train,88524.70860944028
2021-11-01,sim_85,train,90645.54640248316
2021-12-01,sim_85,train,148872.2713071792
2022-01-01,sim_85,train,139995.96169954137
2022-02-01,sim_85,train,138401.3313828273
2022-03-01,sim_85,train,126810.98282612528
2022-04-01,sim_85,train,101063.72558702923
2022-05-01,sim_85,train,82860.33154849018
2022-06-01,sim_85,train,85491.1320493412
2022-07-01,sim_85,train,96057.35507634432
2022-08-01,sim_85,train,85769.34833495942
2022-09-01,sim_85,train,85407.72966466346
2022-10-01,sim_85,train,96329.57295020035
2022-11-01,sim_85,train,119455.51414866383
2022-12-01,sim_85,train,127681.32714862135
2023-01-01,sim_85,train,138936.24447544577
2023-02-01,sim_85,train,129313.1832797308
2023-03-01,sim_85,train,123060.98346113291
2023-04-01,sim_85,train,93330.21419857095
2023-05-01,sim_85,train,77870.35750731081
2023-06-01,sim_85,train,62761.549376458264
2023-07-01,sim_85,train,78249.87003820894
2023-08-01,sim_85,train,74676.66925826561
2023-09-01,sim_85,train,67136.07197727596
2023-10-01,sim_85,train,93177.17090286809
2023-11-01,sim_85,train,114413.82693915264
2023-12-01,sim_85,train,134309.08618350385
2024-01-01,sim_85,forecast,131317.56080133794
2024-02-01,sim_85,forecast,124871.93912594416
2024-03-01,sim_85,forecast,120563.18689961648
2024-04-01,sim_85,forecast,100232.92529989313
2024-05-01,sim_85,forecast,87503.92005616735
2024-06-01,sim_85,forecast,82385.90980002857
2024-07-01,sim_85,forecast,92502.0642596044
2024-08-01,sim_85,forecast,89604.84615175649
2024-09-01,sim_85,forecast,85194.29550576268
2024-10-01,sim_85,forecast,101173.3667822729
2024-11-01,sim_85,forecast,116208.11800966036
2024-12-01,sim_85,forecast,131556.61852662123
2000-01-01,sim_86,train,88015.32472104659
2000-02-01,sim_86,train,79805.05892560993
2000-03-01,sim_86,train,69292.54056711507
2000-04-01,sim_86,train,61725.66266043566
2000-05-01,sim_86,train,53967.76852115474
2000-06-01,sim_86,train,56764.35496817059
2000-07-01,sim_86,train,74740.00023673917
2000-08-01,sim_86,train,70897.23676360579
2000-09-01,sim_86,train,61072.424358637225
2000-10-01,sim_86,train,48525.50510416932
2000-11-01,sim_86,train,62309.10423321255
2000-12-01,sim_86,train,65561.5686073179
2001-01-01,sim_86,train,111197.91364995793
2001-02-01,sim_86,train,86856.21267586922
2001-03-01,sim_86,train,86012.59368351489
2001-04-01,sim_86,train,80024.8416785453
2001-05-01,sim_86,train,66687.85805671566
2001-06-01,sim_86,train,55440.59684746229
2001-07-01,sim_86,train,71617.45564954611
2001-08-01,sim_86,train,67525.8986672354
2001-09-01,sim_86,train,58563.18422379413
2001-10-01,sim_86,train,63598.162168726885
2001-11-01,sim_86,train,62992.28140305073
2001-12-01,sim_86,train,66259.55208591846
2002-01-01,sim_86,train,88304.64899970224
2002-02-01,sim_86,train,79496.90787277525
2002-03-01,sim_86,train,77731.17915383125
2002-04-01,sim_86,train,64660.73222647354
2002-05-01,sim_86,train,49444.89360158278
2002-06-01,sim_86,train,49483.84123315547
2002-07-01,sim_86,train,64083.13237311453
2002-08-01,sim_86,train,61112.33571418446
2002-09-01,sim_86,train,41139.940598327106
2002-10-01,sim_86,train,47339.36118446404
2002-11-01,sim_86,train,53226.99027102138
2002-12-01,sim_86,train,66042.85126585785
2003-01-01,sim_86,train,82758.74804630007
2003-02-01,sim_86,train,77600.48878023922
2003-03-01,sim_86,train,68115.08442339566
2003-04-01,sim_86,train,51864.11914139618
2003-05-01,sim_86,train,40666.037398265464
2003-06-01,sim_86,train,45237.97745597536
2003-07-01,sim_86,train,60760.851213886206
2003-08-01,sim_86,train,57881.70314404134
2003-09-01,sim_86,train,48438.305060377854
2003-10-01,sim_86,train,64481.11815243825
2003-11-01,sim_86,train,66599.1729482636
2003-12-01,sim_86,train,83075.13203306565
2004-01-01,sim_86,train,82909.57144284493
2004-02-01,sim_86,train,68375.85779948725
2004-03-01,sim_86,train,65835.86660192368
2004-04-01,sim_86,train,52767.2811133341
2004-05-01,sim_86,train,51586.570285145455
2004-06-01,sim_86,train,51897.1399552504
2004-07-01,sim_86,train,69644.28358912728
2004-08-01,sim_86,train,68799.78149809428
2004-09-01,sim_86,train,57621.44189186564
2004-10-01,sim_86,train,58873.49100700499
2004-11-01,sim_86,train,72343.10815454976
2004-12-01,sim_86,train,80699.90346391767
2005-01-01,sim_86,train,113523.41096698907
2005-02-01,sim_86,train,103561.01198230263
2005-03-01,sim_86,train,90055.0239131035
2005-04-01,sim_86,train,66176.72333583453
2005-05-01,sim_86,train,55201.03769451465
2005-06-01,sim_86,train,59905.635739514706
2005-07-01,sim_86,train,73548.89389601858
2005-08-01,sim_86,train,61066.135202550024
2005-09-01,sim_86,train,57249.31687109993
2005-10-01,sim_86,train,66185.70738027249
2005-11-01,sim_86,train,68730.48694829273
2005-12-01,sim_86,train,68559.60492640274
2006-01-01,sim_86,train,103177.93546751102
2006-02-01,sim_86,train,93171.0942844394
2006-03-01,sim_86,train,81224.4953028439
2006-04-01,sim_86,train,62588.41388735122
2006-05-01,sim_86,train,48480.26145896392
2006-06-01,sim_86,train,47083.450254472555
2006-07-01,sim_86,train,64187.43920820344
2006-08-01,sim_86,train,56369.82804196895
2006-09-01,sim_86,train,48620.750112292575
2006-10-01,sim_86,train,52226.52774414401
2006-11-01,sim_86,train,67025.13076412887
2006-12-01,sim_86,train,83121.35978657058
2007-01-01,sim_86,train,112573.19143035848
2007-02-01,sim_86,train,91966.37122193909
2007-03-01,sim_86,train,82693.7635478771
2007-04-01,sim_86,train,64640.72759265306
2007-05-01,sim_86,train,46907.473986056444
2007-06-01,sim_86,train,44383.930666561355
2007-07-01,sim_86,train,48906.09307589609
2007-08-01,sim_86,train,50449.55220876923
2007-09-01,sim_86,train,43749.65390677912
2007-10-01,sim_86,train,55329.39246513699
2007-11-01,sim_86,train,59335.71951364542
2007-12-01,sim_86,train,73590.02026868875
2008-01-01,sim_86,train,98612.32292729015
2008-02-01,sim_86,train,85995.7452020455
2008-03-01,sim_86,train,97163.44569311733
2008-04-01,sim_86,train,61379.339847590294
2008-05-01,sim_86,train,48152.77281803512
2008-06-01,sim_86,train,46397.0488739179
2008-07-01,sim_86,train,52408.35957933917
2008-08-01,sim_86,train,57965.91212476788
2008-09-01,sim_86,train,53522.4072606778
2008-10-01,sim_86,train,53110.0774269761
2008-11-01,sim_86,train,54322.56966152745
2008-12-01,sim_86,train,67785.64277655429
2009-01-01,sim_86,train,58030.650526832
2009-02-01,sim_86,train,79975.69944519721
2009-03-01,sim_86,train,74677.71328810438
2009-04-01,sim_86,train,51046.04228335053
2009-05-01,sim_86,train,75788.4812472284
2009-06-01,sim_86,train,83218.81092790565
2009-07-01,sim_86,train,65828.26591953488
2009-08-01,sim_86,train,74478.41339462342
2009-09-01,sim_86,train,58721.303177215625
2009-10-01,sim_86,train,64450.30307765477
2009-11-01,sim_86,train,60467.44921784839
2009-12-01,sim_86,train,79032.1491889751
2010-01-01,sim_86,train,93882.90977626896
2010-02-01,sim_86,train,106840.13034712107
2010-03-01,sim_86,train,112735.12891626614
2010-04-01,sim_86,train,74364.36835883727
2010-05-01,sim_86,train,57301.701877518746
2010-06-01,sim_86,train,63648.8619800876
2010-07-01,sim_86,train,73150.7277293548
2010-08-01,sim_86,train,71380.8500045599
2010-09-01,sim_86,train,64032.20251983406
2010-10-01,sim_86,train,67188.95317340922
2010-11-01,sim_86,train,83348.85705936723
2010-12-01,sim_86,train,101117.2248983716
2011-01-01,sim_86,train,95209.92319158156
2011-02-01,sim_86,train,109499.20430285083
2011-03-01,sim_86,train,118666.18900810221
2011-04-01,sim_86,train,79942.51029223499
2011-05-01,sim_86,train,73772.90137446421
2011-06-01,sim_86,train,68988.44815976488
2011-07-01,sim_86,train,81173.56032194261
2011-08-01,sim_86,train,74155.01309417888
2011-09-01,sim_86,train,67174.99939035052
2011-10-01,sim_86,train,79160.19091172388
2011-11-01,sim_86,train,87696.76241814475
2011-12-01,sim_86,train,113373.7195671098
2012-01-01,sim_86,train,110214.0182442134
2012-02-01,sim_86,train,107740.58903312855
2012-03-01,sim_86,train,110639.9907340392
2012-04-01,sim_86,train,74963.64631775857
2012-05-01,sim_86,train,57443.89278196721
2012-06-01,sim_86,train,90263.30803190106
2012-07-01,sim_86,train,105272.40175649445
2012-08-01,sim_86,train,89951.27801385174
2012-09-01,sim_86,train,77066.57321100764
2012-10-01,sim_86,train,97006.23568212723
2012-11-01,sim_86,train,99692.92035186628
2012-12-01,sim_86,train,133041.8851131499
2013-01-01,sim_86,train,70574.26005938367
2013-02-01,sim_86,train,140320.77702078805
2013-03-01,sim_86,train,128132.56156056217
2013-04-01,sim_86,train,77139.72278043242
2013-05-01,sim_86,train,75891.54619569369
2013-06-01,sim_86,train,109167.89100420674
2013-07-01,sim_86,train,77236.9345019655
2013-08-01,sim_86,train,89534.54766493352
2013-09-01,sim_86,train,70776.07421869837
2013-10-01,sim_86,train,53576.5950231365
2013-11-01,sim_86,train,98125.4754814868
2013-12-01,sim_86,train,147982.544512099
2014-01-01,sim_86,train,119544.86935937362
2014-02-01,sim_86,train,165480.48075504304
2014-03-01,sim_86,train,134609.49553482223
2014-04-01,sim_86,train,106188.3492499318
2014-05-01,sim_86,train,52924.135136826546
2014-06-01,sim_86,train,153706.8035624452
2014-07-01,sim_86,train,150643.85877416097
2014-08-01,sim_86,train,104372.08062371807
2014-09-01,sim_86,train,93858.85026764014
2014-10-01,sim_86,train,115308.15889543781
2014-11-01,sim_86,train,96242.10260631486
2014-12-01,sim_86,train,182471.5898715201
2015-01-01,sim_86,train,129512.78317875895
2015-02-01,sim_86,train,151513.21823154035
2015-03-01,sim_86,train,126973.44999124938
2015-04-01,sim_86,train,94224.30227065372
2015-05-01,sim_86,train,82948.77075652432
2015-06-01,sim_86,train,113351.6875724294
2015-07-01,sim_86,train,132500.27736013706
2015-08-01,sim_86,train,113168.09769134122
2015-09-01,sim_86,train,84898.77410430231
2015-10-01,sim_86,train,114354.314571258
2015-11-01,sim_86,train,122369.24249915412
2015-12-01,sim_86,train,169174.22260795883
2016-01-01,sim_86,train,155943.8887824918
2016-02-01,sim_86,train,152985.42134078464
2016-03-01,sim_86,train,139372.04231656282
2016-04-01,sim_86,train,66365.17081066783
2016-05-01,sim_86,train,106091.79548395981
2016-06-01,sim_86,train,112775.00717157392
2016-07-01,sim_86,train,116983.35040427734
2016-08-01,sim_86,train,129503.75251841127
2016-09-01,sim_86,train,90868.07934683286
2016-10-01,sim_86,train,83194.12944315102
2016-11-01,sim_86,train,132918.65563277833
2016-12-01,sim_86,train,164949.76877323005
2017-01-01,sim_86,train,113674.7066685748
2017-02-01,sim_86,train,129059.78350743746
2017-03-01,sim_86,train,153721.04460517183
2017-04-01,sim_86,train,125495.4857828736
2017-05-01,sim_86,train,77927.833341335
2017-06-01,sim_86,train,76135.7131360307
2017-07-01,sim_86,train,104195.40708348257
2017-08-01,sim_86,train,114205.93769565823
2017-09-01,sim_86,train,83042.55846499135
2017-10-01,sim_86,train,97861.19056693367
2017-11-01,sim_86,train,99109.85657219675
2017-12-01,sim_86,train,162484.38172474437
2018-01-01,sim_86,train,145594.57506794305
2018-02-01,sim_86,train,151088.7932208607
2018-03-01,sim_86,train,133963.87787567484
2018-04-01,sim_86,train,95360.85270569296
2018-05-01,sim_86,train,67684.50349590846
2018-06-01,sim_86,train,73487.69927232657
2018-07-01,sim_86,train,98236.01774064102
2018-08-01,sim_86,train,114219.87634041943
2018-09-01,sim_86,train,88535.08160277066
2018-10-01,sim_86,train,93581.97541670708
2018-11-01,sim_86,train,107690.20697233091
2018-12-01,sim_86,train,143386.3592880321
2019-01-01,sim_86,train,132093.34958867583
2019-02-01,sim_86,train,123415.50090177728
2019-03-01,sim_86,train,135202.44918284827
2019-04-01,sim_86,train,97343.53201942942
2019-05-01,sim_86,train,82461.80277726338
2019-06-01,sim_86,train,95173.5019977034
2019-07-01,sim_86,train,98350.18817397734
2019-08-01,sim_86,train,95644.05435179164
2019-09-01,sim_86,train,89603.18747253745
2019-10-01,sim_86,train,90659.51036378171
2019-11-01,sim_86,train,94529.9931327921
2019-12-01,sim_86,train,124303.9061790814
2020-01-01,sim_86,train,134951.60154275715
2020-02-01,sim_86,train,152943.28479577013
2020-03-01,sim_86,train,134684.12977627572
2020-04-01,sim_86,train,96650.15988710767
2020-05-01,sim_86,train,75035.92546399648
2020-06-01,sim_86,train,93071.92923117198
2020-07-01,sim_86,train,97859.19117990989
2020-08-01,sim_86,train,119492.50923426701
2020-09-01,sim_86,train,88667.97606156334
2020-10-01,sim_86,train,97167.9151735856
2020-11-01,sim_86,train,57651.6559419917
2020-12-01,sim_86,train,144313.4905392546
2021-01-01,sim_86,train,146326.7182060825
2021-02-01,sim_86,train,138311.40969935455
2021-03-01,sim_86,train,136084.47625108308
2021-04-01,sim_86,train,101988.4771411209
2021-05-01,sim_86,train,80097.1986470021
2021-06-01,sim_86,train,90606.69285171172
2021-07-01,sim_86,train,92559.27492291109
2021-08-01,sim_86,train,97528.09118222089
2021-09-01,sim_86,train,83840.50312225019
2021-10-01,sim_86,train,96783.48858569891
2021-11-01,sim_86,train,110213.7417415271
2021-12-01,sim_86,train,123472.98761792037
2022-01-01,sim_86,train,140382.7790807
2022-02-01,sim_86,train,140711.82622688974
2022-03-01,sim_86,train,129714.94510817593
2022-04-01,sim_86,train,85025.80439473162
2022-05-01,sim_86,train,70733.0125609081
2022-06-01,sim_86,train,84207.57989834514
2022-07-01,sim_86,train,96231.9626502117
2022-08-01,sim_86,train,99144.66161670361
2022-09-01,sim_86,train,86791.85746458986
2022-10-01,sim_86,train,93486.8045401671
2022-11-01,sim_86,train,103817.22240212327
2022-12-01,sim_86,train,119414.81753558246
2023-01-01,sim_86,train,143405.74954037264
2023-02-01,sim_86,train,139698.3839851339
